user,other,direction,duration,timestamp,antenna_id,cost
7946912731,7266516764,Incoming,19,Tue Sep 14 15:16:23 +0100 2010,15,85
7946912731,7266516764,Incoming,17,Tue Sep 14 15:18:36 +0100 2010,15,24
7946912731,1546219380,Outgoing,49,Tue Sep 14 22:02:43 +0100 2010,13,87
7946912731,7225912655,Incoming,90,Wed Sep 15 15:04:30 +0100 2010,1,77
7946912731,7225912655,Outgoing,0,Wed Sep 15 18:18:41 +0100 2010,19,84
7946912731,7225912655,Incoming,93,Wed Sep 15 20:20:17 +0100 2010,27,56
7946912731,7225912655,Missed,0,Wed Sep 15 20:40:28 +0100 2010,5,15
7946912731,7225912655,Outgoing,632,Wed Sep 15 20:44:47 +0100 2010,5,61
7946912731,7225912655,Missed,0,Thu Sep 16 14:08:02 +0100 2010,11,56
7946912731,7225912655,Outgoing,286,Thu Sep 16 14:38:52 +0100 2010,17,79
7946912731,7225912655,Outgoing,233,Thu Sep 16 16:38:26 +0100 2010,25,31
7946912731,7652081795,Missed,0,Thu Sep 16 16:53:18 +0100 2010,23,66
7946912731,7652081795,Missed,0,Thu Sep 16 16:53:46 +0100 2010,6,42
7946912731,7652081795,Outgoing,39,Thu Sep 16 16:55:18 +0100 2010,20,81
7946912731,7225912655,Incoming,66,Thu Sep 16 16:58:16 +0100 2010,17,88
7817341678,7610039694,Incoming,68,Thu Sep 09 19:01:46 +0100 2010,21,85
7817341678,7869748073,Incoming,1363,Thu Sep 09 19:04:37 +0100 2010,4,87
7817341678,7869748073,Outgoing,0,Thu Sep 09 19:40:12 +0100 2010,5,20
7817341678,7279151148,Outgoing,0,Thu Sep 09 20:13:14 +0100 2010,22,48
7817341678,7610039694,Incoming,825,Thu Sep 09 20:05:09 +0100 2010,7,52
7817341678,7279151148,Outgoing,0,Thu Sep 09 21:44:39 +0100 2010,26,40
7817341678,7610039694,Outgoing,0,Thu Sep 09 21:49:49 +0100 2010,17,88
7817341678,7610039694,Outgoing,3,Fri Sep 10 20:58:21 +0100 2010,15,1
7817341678,7279151148,Outgoing,3,Sat Sep 11 09:47:59 +0100 2010,12,65
7817341678,7610039694,Incoming,19,Sat Sep 11 11:07:38 +0100 2010,15,76
7817341678,7610039694,Outgoing,5,Sat Sep 11 12:34:25 +0100 2010,19,32
7817341678,7610039694,Outgoing,4,Sat Sep 11 12:46:37 +0100 2010,17,99
7817341678,7613917675,Outgoing,25,Sat Sep 11 12:53:29 +0100 2010,3,31
7817341678,7610039694,Incoming,37,Sat Sep 11 13:14:47 +0100 2010,25,18
7817341678,7771486427,Outgoing,30,Sat Sep 11 14:08:33 +0100 2010,17,17
7817341678,7610039694,Outgoing,67,Sat Sep 11 15:01:04 +0100 2010,7,25
7817341678,7587572122,Incoming,25,Sat Sep 11 15:29:15 +0100 2010,22,98
7817341678,7610039694,Incoming,59,Sat Sep 11 15:32:54 +0100 2010,3,67
7817341678,7771486427,Outgoing,29,Sat Sep 11 15:34:11 +0100 2010,24,81
7817341678,7587572122,Outgoing,33,Sat Sep 11 15:43:13 +0100 2010,18,20
7817341678,6061629169,Outgoing,0,Sat Sep 11 15:45:24 +0100 2010,8,2
7817341678,7758045718,Outgoing,0,Sat Sep 11 17:25:07 +0100 2010,9,67
7817341678,7981267897,Outgoing,0,Sat Sep 11 17:25:44 +0100 2010,9,19
7817341678,7394508492,Outgoing,62,Sun Sep 12 13:20:05 +0100 2010,23,68
7817341678,7394508492,Outgoing,30,Sun Sep 12 13:42:14 +0100 2010,16,37
7817341678,7394508492,Incoming,25,Sun Sep 12 14:31:51 +0100 2010,11,56
7817341678,7610039694,Incoming,10,Sun Sep 12 15:07:39 +0100 2010,25,30
7817341678,1887771702,Outgoing,36,Sun Sep 12 18:21:20 +0100 2010,2,91
7817341678,7610039694,Outgoing,4,Mon Sep 13 13:57:27 +0100 2010,18,87
7817341678,7394508492,Outgoing,23,Mon Sep 13 14:02:31 +0100 2010,9,34
7817341678,7394508492,Outgoing,0,Mon Sep 13 14:48:20 +0100 2010,9,24
7817341678,1887771702,Outgoing,59,Mon Sep 13 14:49:03 +0100 2010,3,50
7817341678,1887771702,Outgoing,41,Mon Sep 13 14:59:30 +0100 2010,1,58
7817341678,7758045718,Outgoing,3,Mon Sep 13 15:12:05 +0100 2010,6,69
7817341678,7610039694,Missed,0,Mon Sep 13 16:02:13 +0100 2010,17,29
7817341678,7610039694,Outgoing,22,Mon Sep 13 16:03:09 +0100 2010,27,53
7817341678,7394508492,Missed,0,Wed Sep 15 15:19:18 +0100 2010,24,6
7817341678,7394508492,Missed,0,Thu Sep 16 14:25:22 +0100 2010,7,78
7817341678,7394508492,Missed,0,Thu Sep 16 16:05:58 +0100 2010,8,58
7817341678,7610039694,Missed,0,Thu Sep 16 17:01:16 +0100 2010,17,8
7817341678,7610039694,Missed,0,Thu Sep 16 17:15:55 +0100 2010,17,65
7817341678,7610039694,Incoming,247,Thu Sep 16 17:16:24 +0100 2010,13,33
7806391587,7909763438,Outgoing,2,Thu Sep 09 18:35:09 +0100 2010,12,62
7806391587,7028004429,Outgoing,26,Thu Sep 09 18:35:50 +0100 2010,15,85
7806391587,2330,Outgoing,0,Thu Sep 09 19:00:58 +0100 2010,20,73
7806391587,7028004429,Outgoing,261,Fri Sep 10 07:26:23 +0100 2010,11,63
7806391587,7028004429,Incoming,108,Fri Sep 10 15:25:46 +0100 2010,10,60
7806391587,7028004429,Incoming,6,Fri Sep 10 16:12:31 +0100 2010,17,39
7806391587,7028004429,Outgoing,58,Fri Sep 10 16:13:01 +0100 2010,22,13
7806391587,7028004429,Incoming,48,Fri Sep 10 16:47:14 +0100 2010,4,26
7806391587,7028004429,Incoming,24,Fri Sep 10 19:54:07 +0100 2010,3,12
7806391587,7028004429,Incoming,55,Fri Sep 10 20:56:32 +0100 2010,15,78
7806391587,7028004429,Incoming,29,Fri Sep 10 22:04:41 +0100 2010,5,61
7806391587,7028004429,Outgoing,112,Sat Sep 11 11:39:09 +0100 2010,14,17
7806391587,7028004429,Incoming,36,Sun Sep 12 05:01:35 +0100 2010,26,7
7806391587,7028004429,Incoming,64,Sun Sep 12 18:07:32 +0100 2010,27,59
7806391587,7839321359,Outgoing,0,Mon Sep 13 11:33:01 +0100 2010,11,53
7806391587,7839321359,Outgoing,0,Mon Sep 13 11:33:28 +0100 2010,25,52
7806391587,7839321359,Outgoing,0,Mon Sep 13 11:33:59 +0100 2010,12,60
7806391587,7028004429,Outgoing,10,Mon Sep 13 14:19:29 +0100 2010,21,71
7806391587,7028004429,Incoming,68,Mon Sep 13 15:33:33 +0100 2010,2,37
7806391587,7392737002,Outgoing,4,Tue Sep 14 14:47:01 +0100 2010,5,75
7806391587,7167454533,Outgoing,0,Tue Sep 14 14:47:31 +0100 2010,24,8
7806391587,7167454533,Outgoing,0,Tue Sep 14 14:51:18 +0100 2010,16,51
7806391587,7942503106,Outgoing,28,Tue Sep 14 15:38:12 +0100 2010,11,49
7806391587,7028004429,Missed,0,Tue Sep 14 17:43:20 +0100 2010,12,19
7806391587,7028004429,Incoming,16,Wed Sep 15 15:23:16 +0100 2010,2,55
7806391587,7028004429,Incoming,1,Wed Sep 15 18:09:40 +0100 2010,18,81
7806391587,7028004429,Outgoing,9,Wed Sep 15 18:10:05 +0100 2010,12,56
7806391587,7090017672,Outgoing,14,Wed Sep 15 19:01:06 +0100 2010,15,82
7806391587,7962175133,Outgoing,0,Wed Sep 15 19:01:42 +0100 2010,6,42
7806391587,7962175133,Outgoing,0,Wed Sep 15 19:02:54 +0100 2010,4,43
7806391587,7090017672,Outgoing,12,Wed Sep 15 19:03:41 +0100 2010,26,51
7806391587,7028004429,Outgoing,0,Wed Sep 15 21:56:52 +0100 2010,27,16
7651896055,1022354521,Outgoing,0,Thu Sep 09 15:27:42 +0100 2010,3,38
7651896055,1022354521,Outgoing,21,Thu Sep 09 16:03:03 +0100 2010,7,59
7651896055,7830667924,Outgoing,299,Thu Sep 09 17:00:39 +0100 2010,12,9
7651896055,7830667924,Incoming,620,Thu Sep 09 17:06:18 +0100 2010,27,91
7651896055,7830667924,Incoming,1546,Fri Sep 10 15:51:47 +0100 2010,6,83
7651896055,7830667924,Missed,0,Fri Sep 10 17:35:30 +0100 2010,15,19
7651896055,7830667924,Outgoing,17,Fri Sep 10 17:54:03 +0100 2010,1,64
7651896055,7574455931,Outgoing,0,Sun Sep 12 19:05:03 +0100 2010,9,26
7651896055,1022354521,Missed,0,Mon Sep 13 21:04:55 +0100 2010,25,72
7651896055,1022354521,Missed,0,Mon Sep 13 21:06:09 +0100 2010,23,52
7651896055,1022354521,Missed,0,Tue Sep 14 18:09:44 +0100 2010,10,41
7122915122,1954651441,Missed,0,Thu Sep 02 13:01:31 +0100 2010,16,36
7122915122,1954651441,Incoming,23,Tue Sep 14 14:45:01 +0100 2010,10,2
7122915122,1815280008,Incoming,105,Tue Sep 14 15:19:03 +0100 2010,15,13
7110730864,452,Outgoing,41,Thu Sep 16 20:01:46 +0100 2010,22,62
7110730864,7209670163,Incoming,111,Thu Sep 16 20:48:44 +0100 2010,4,62
7946912731,7225912655,Outgoing,689,Thu Sep 16 21:33:25 +0100 2010,10,87
7946912731,7225912655,Missed,0,Thu Sep 16 21:45:56 +0100 2010,26,70
7946912731,7225912655,Missed,0,Thu Sep 16 21:48:33 +0100 2010,12,6
7163185791,7682111000,Outgoing,2,Thu Sep 16 19:19:05 +0100 2010,16,1
7163185791,7682111000,Outgoing,12,Thu Sep 16 19:19:40 +0100 2010,10,30
7163185791,7682111000,Outgoing,0,Thu Sep 16 19:20:23 +0100 2010,24,27
7163185791,7682111000,Incoming,108,Thu Sep 16 19:20:27 +0100 2010,25,58
7163185791,7187432175,Outgoing,69,Thu Sep 16 19:22:20 +0100 2010,17,38
7163185791,7969251842,Incoming,73,Thu Sep 16 19:28:45 +0100 2010,7,37
7163185791,7969251842,Incoming,38,Thu Sep 16 19:31:05 +0100 2010,18,10
7607124303,2327,Outgoing,26,Thu Sep 16 20:29:35 +0100 2010,11,59
7375968743,7221387474,Incoming,29,Fri Sep 10 14:39:29 +0100 2010,2,70
7375968743,7793231225,Missed,0,Fri Sep 10 16:57:17 +0100 2010,2,26
7375968743,7793231225,Missed,0,Fri Sep 10 17:14:33 +0100 2010,19,69
7375968743,44,Outgoing,146,Sat Sep 11 14:37:08 +0100 2010,8,69
7375968743,7151178213,Outgoing,6,Sat Sep 11 15:32:32 +0100 2010,3,69
7375968743,2172,Outgoing,0,Sat Sep 11 16:16:13 +0100 2010,12,93
7375968743,2172,Outgoing,0,Sat Sep 11 18:13:32 +0100 2010,26,61
7375968743,7151178213,Outgoing,0,Sat Sep 11 18:14:05 +0100 2010,9,32
7375968743,7221387474,Incoming,35,Sun Sep 12 18:40:15 +0100 2010,4,67
7375968743,7197268544,Outgoing,9,Mon Sep 13 09:46:57 +0100 2010,27,83
7375968743,7014881393,Outgoing,10,Mon Sep 13 11:59:22 +0100 2010,20,85
7651896055,7574455931,Outgoing,1,Wed Sep 15 23:03:19 +0100 2010,9,65
7110730864,7209670163,Missed,0,Fri Sep 17 06:02:30 +0100 2010,14,94
7110730864,7209670163,Outgoing,0,Fri Sep 17 06:02:50 +0100 2010,27,44
7110730864,452,Outgoing,42,Fri Sep 17 07:10:54 +0100 2010,22,81
7304637408,7246826358,Outgoing,80,Thu Sep 09 21:42:23 +0100 2010,16,37
7304637408,7548213987,Outgoing,0,Thu Sep 09 22:01:08 +0100 2010,25,22
7304637408,1.42E+13,Outgoing,12,Thu Sep 09 22:01:34 +0100 2010,17,20
7304637408,1.49E+13,Outgoing,4,Thu Sep 09 22:24:46 +0100 2010,10,73
7304637408,7896182404,Incoming,12,Fri Sep 10 14:40:35 +0100 2010,3,79
7304637408,7118310788,Incoming,29,Fri Sep 10 14:46:00 +0100 2010,9,4
7304637408,7944968233,Incoming,62,Fri Sep 10 14:48:17 +0100 2010,9,44
7304637408,7944968233,Incoming,9,Fri Sep 10 14:55:34 +0100 2010,20,14
7304637408,7720520621,Outgoing,85,Fri Sep 10 15:04:11 +0100 2010,20,49
7304637408,7775682498,Outgoing,9,Fri Sep 10 15:31:14 +0100 2010,2,32
7304637408,7775682498,Outgoing,13,Fri Sep 10 15:34:11 +0100 2010,8,20
7304637408,7720520621,Outgoing,64,Fri Sep 10 15:40:38 +0100 2010,11,87
7304637408,7023552017,Outgoing,2,Fri Sep 10 15:55:14 +0100 2010,22,87
7304637408,7246826358,Outgoing,12,Fri Sep 10 15:56:10 +0100 2010,15,56
7304637408,7246826358,Missed,0,Fri Sep 10 16:02:34 +0100 2010,15,3
7304637408,7246826358,Outgoing,55,Fri Sep 10 16:03:10 +0100 2010,22,51
7304637408,7340142898,Outgoing,3,Fri Sep 10 16:04:44 +0100 2010,14,100
7304637408,7634569803,Outgoing,21,Fri Sep 10 16:05:27 +0100 2010,5,96
7304637408,1575974486,Outgoing,28,Fri Sep 10 16:06:16 +0100 2010,17,56
7304637408,7944968233,Outgoing,23,Fri Sep 10 16:07:14 +0100 2010,17,95
7304637408,7944968233,Incoming,21,Fri Sep 10 16:08:00 +0100 2010,18,81
7304637408,7153234302,Outgoing,31,Fri Sep 10 16:10:42 +0100 2010,1,78
7304637408,7153234302,Incoming,7,Fri Sep 10 16:29:11 +0100 2010,13,78
7304637408,7118310788,Outgoing,6,Fri Sep 10 16:31:54 +0100 2010,18,90
7304637408,7633839447,Incoming,22,Fri Sep 10 16:33:53 +0100 2010,8,63
7304637408,7246826358,Missed,0,Fri Sep 10 16:40:27 +0100 2010,19,50
7304637408,7896182404,Missed,0,Fri Sep 10 17:20:37 +0100 2010,20,15
7304637408,7896182404,Outgoing,3,Fri Sep 10 19:01:11 +0100 2010,4,28
7304637408,7896182404,Outgoing,1,Fri Sep 10 19:03:24 +0100 2010,6,52
7304637408,7896182404,Outgoing,2,Fri Sep 10 19:05:07 +0100 2010,7,90
7304637408,7896182404,Missed,0,Fri Sep 10 19:10:09 +0100 2010,23,52
7304637408,7896182404,Outgoing,2,Fri Sep 10 19:10:45 +0100 2010,19,96
7304637408,7896182404,Outgoing,45,Fri Sep 10 19:11:08 +0100 2010,24,22
7304637408,7341891255,Outgoing,8,Fri Sep 10 19:32:18 +0100 2010,9,10
7304637408,7341891255,Outgoing,54,Fri Sep 10 19:32:37 +0100 2010,2,71
7304637408,7896182404,Outgoing,1,Fri Sep 10 19:36:15 +0100 2010,5,61
7304637408,7341891255,Outgoing,235,Fri Sep 10 19:32:50 +0100 2010,9,46
7304637408,7896182404,Outgoing,1,Fri Sep 10 19:37:06 +0100 2010,13,53
7304637408,7896182404,Outgoing,42,Fri Sep 10 19:39:54 +0100 2010,18,74
7304637408,7926168565,Incoming,0,Fri Sep 10 21:06:10 +0100 2010,13,71
7304637408,7926168565,Missed,0,Fri Sep 10 21:06:41 +0100 2010,10,76
7304637408,7896182404,Outgoing,1,Sat Sep 11 11:50:55 +0100 2010,12,83
7304637408,7873904393,Outgoing,7,Sat Sep 11 12:01:08 +0100 2010,26,64
7304637408,7896182404,Outgoing,2,Sat Sep 11 12:01:37 +0100 2010,12,85
7304637408,7246826358,Outgoing,72,Sat Sep 11 13:18:32 +0100 2010,3,78
7304637408,7896182404,Outgoing,0,Sat Sep 11 18:15:14 +0100 2010,2,48
